InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536179,22632,HAND WARMER RED POLKA DOT,3,2011-03-06 16:16:00,1.87,12351,United Kingdom
536270,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2011-07-03 19:48:00,4.51,12286,United Kingdom
536270,22633,HAND WARMER UNION JACK,10,2011-01-21 19:17:00,1.89,12390,United Kingdom
536271,22114,HOT WATER BOTTLE TEA AND SYMPATHY,2,2011-07-31 20:00:00,3.5,12529,United Kingdom
536135,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,2011-05-03 12:35:00,3.24,12101,United Kingdom
536181,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-08-01 18:06:00,2.53,12369,United Kingdom
536181,22633,HAND WARMER UNION JACK,2,2011-05-26 08:26:00,1.97,12203,United Kingdom
536273,22632,HAND WARMER RED POLKA DOT,8,2011-04-25 13:20:00,1.87,12457,Netherlands
536182,84029E,RED WOOLLY HOTTIE WHITE HEART,12,2011-07-26 18:09:00,3.5,12345,United Kingdom
536137,22632,HAND WARMER RED POLKA DOT,4,2011-01-06 09:10:00,1.83,12298,France
536137,22632,HAND WARMER RED POLKA DOT,12,2011-04-18 15:49:00,1.84,12533,Portugal
536275,22752,SET 7 BABUSHKA NESTING BOXES,3,2010-12-12 10:46:00,7.52,12081,United Kingdom
536551,84029E,RED WOOLLY HOTTIE WHITE HEART,1,2011-01-02 15:35:00,3.56,12536,France
536184,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-10-13 10:05:00,2.72,12316,United Kingdom
536138,22086,PAPER CHAIN KIT 50'S CHRISTMAS,6,2011-10-17 10:08:00,2.48,12035,United Kingdom
536184,22386,JUMBO BAG PINK POLKADOT,6,2011-08-01 15:55:00,1.92,12455,United Kingdom
536277,85099C,JUMBO BAG BAROQUE BLACK WHITE,6,2011-09-29 17:29:00,2.01,12445,United Kingdom
536185,22632,HAND WARMER RED POLKA DOT,3,2011-05-27 15:34:00,1.78,12315,United Kingdom
536185,84406B,CREAM CUPID HEARTS COAT HANGER,10,2010-12-06 08:33:00,2.92,12352,United Kingdom
536139,22633,HAND WARMER UNION JACK,10,2011-08-02 12:00:00,1.95,12236,Germany
536279,22633,HAND WARMER UNION JACK,5,2011-06-29 16:27:00,1.8,12399,Germany
536560,84406B,CREAM CUPID HEARTS COAT HANGER,6,2011-07-05 18:15:00,2.9,12278,United Kingdom
536187,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2011-06-30 11:54:00,2.47,12113,United Kingdom
536187,22632,HAND WARMER RED POLKA DOT,2,2011-11-24 17:31:00,1.76,12050,Portugal
536563,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-04-24 12:08:00,2.66,12238,United Kingdom
536282,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-05-25 14:19:00,2.59,12380,United Kingdom
536188,22114,HOT WATER BOTTLE TEA AND SYMPATHY,1,2011-01-11 20:09:00,3.63,12073,United Kingdom
536188,71053,WHITE METAL LANTERN,36,2011-06-14 08:07:00,3.54,12394,France
536567,22752,SET 7 BABUSHKA NESTING BOXES,10,2011-03-12 15:47:00,7.79,12213,United Kingdom
536189,22086,PAPER CHAIN KIT 50'S CHRISTMAS,8,2011-05-15 10:40:00,2.67,12533,United Kingdom
536189,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-03-12 13:56:00,4.41,12115,United Kingdom
536570,22752,SET 7 BABUSHKA NESTING BOXES,6,2011-02-24 20:17:00,7.66,12248,United Kingdom
536142,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-11-18 17:09:00,2.45,12161,United Kingdom
536190,22086,PAPER CHAIN KIT 50'S CHRISTMAS,4,2011-10-17 08:03:00,2.47,12549,Germany
536286,71053,WHITE METAL LANTERN,6,2011-05-12 16:50:00,3.37,12449,France
536143,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-06-02 19:08:00,2.44,12448,United Kingdom
536143,22633,HAND WARMER UNION JACK,6,2011-03-08 17:11:00,1.84,12479,United Kingdom
536288,22114,HOT WATER BOTTLE TEA AND SYMPATHY,5,2011-01-05 16:09:00,3.65,12375,United Kingdom
536144,21258,VICTORIAN SEWING BOX LARGE,12,2011-03-05 08:39:00,11.51,12244,United Kingdom
536144,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-03-08 16:43:00,2.61,12289,United Kingdom
536579,22632,HAND WARMER RED POLKA DOT,1,2011-01-19 16:42:00,1.96,12132,United Kingdom
536580,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-08-06 11:06:00,2.64,12397,United Kingdom
536193,22633,HAND WARMER UNION JACK,6,2010-12-26 13:14:00,1.77,12213,United Kingdom
536582,85099C,JUMBO BAG BAROQUE BLACK WHITE,1,2011-07-28 20:40:00,1.99,12425,Germany
536583,22114,HOT WATER BOTTLE TEA AND SYMPATHY,1,2011-10-12 12:33:00,3.31,12311,United Kingdom
536584,84406B,CREAM CUPID HEARTS COAT HANGER,6,2011-01-21 19:14:00,2.68,12538,United Kingdom
536292,22633,HAND WARMER UNION JACK,5,2011-09-12 19:35:00,1.78,12366,United Kingdom
536146,22086,PAPER CHAIN KIT 50'S CHRISTMAS,2,2011-01-23 10:50:00,2.56,12345,United Kingdom
536146,22633,HAND WARMER UNION JACK,48,2011-05-30 13:35:00,1.84,12380,United Kingdom
536196,22632,HAND WARMER RED POLKA DOT,6,2011-10-08 11:36:00,1.85,12260,United Kingdom
536147,22752,SET 7 BABUSHKA NESTING BOXES,48,2010-12-01 19:02:00,7.86,12530,United Kingdom
536590,22386,JUMBO BAG PINK POLKADOT,12,2011-05-03 11:13:00,1.86,12282,Spain
536295,22633,HAND WARMER UNION JACK,4,2011-01-18 08:29:00,1.79,12375,Netherlands
536197,84406B,CREAM CUPID HEARTS COAT HANGER,5,2011-05-03 09:36:00,2.94,12079,France
536296,22114,HOT WATER BOTTLE TEA AND SYMPATHY,6,2011-08-07 19:44:00,3.68,12307,United Kingdom
536148,22114,HOT WATER BOTTLE TEA AND SYMPATHY,24,2011-01-10 20:03:00,3.43,12444,United Kingdom
536297,22386,JUMBO BAG PINK POLKADOT,1,2011-10-31 17:59:00,2.05,12391,United Kingdom
536198,22633,HAND WARMER UNION JACK,4,2011-09-03 17:09:00,1.93,12156,United Kingdom
536149,22086,PAPER CHAIN KIT 50'S CHRISTMAS,6,2011-07-17 20:38:00,2.45,12442,United Kingdom
536299,84029E,RED WOOLLY HOTTIE WHITE HEART,6,2011-05-22 09:30:00,3.24,12408,United Kingdom
536149,84029E,RED WOOLLY HOTTIE WHITE HEART,2,2011-11-23 10:48:00,3.47,12499,United Kingdom
536300,22633,HAND WARMER UNION JACK,10,2011-04-04 09:17:00,1.84,12091,United Kingdom
536200,22752,SET 7 BABUSHKA NESTING BOXES,4,2011-05-28 11:20:00,7.92,12312,United Kingdom
536150,84029E,RED WOOLLY HOTTIE WHITE HEART,1,2011-10-16 10:28:00,3.58,12204,United Kingdom
536603,71053,WHITE METAL LANTERN,3,2011-01-27 19:03:00,3.49,12151,Netherlands
536604,22114,HOT WATER BOTTLE TEA AND SYMPATHY,2,2011-05-25 19:51:00,3.48,12023,United Kingdom
536302,22086,PAPER CHAIN KIT 50'S CHRISTMAS,8,2011-03-15 16:33:00,2.6,12144,United Kingdom
536151,22632,HAND WARMER RED POLKA DOT,1,2011-09-25 18:33:00,1.8,12290,United Kingdom
536202,22086,PAPER CHAIN KIT 50'S CHRISTMAS,24,2010-12-28 15:41:00,2.44,12277,United Kingdom
536202,22386,JUMBO BAG PINK POLKADOT,12,2011-01-25 08:18:00,2.02,12236,Portugal
536609,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2011-05-11 15:55:00,4.09,12203,United Kingdom
536610,22752,SET 7 BABUSHKA NESTING BOXES,6,2010-12-21 11:59:00,7.6,12402,France
536203,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-05-31 18:19:00,2.75,12513,United Kingdom
536204,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,2011-06-17 08:35:00,2.5,12349,Spain
536613,22632,HAND WARMER RED POLKA DOT,6,2011-06-14 16:43:00,1.91,12232,United Kingdom
536153,22633,HAND WARMER UNION JACK,5,2011-05-09 17:21:00,1.79,12141,United Kingdom
536307,22086,PAPER CHAIN KIT 50'S CHRISTMAS,8,2011-02-09 12:44:00,2.6,12138,United Kingdom
536308,22386,JUMBO BAG PINK POLKADOT,2,2011-11-01 17:58:00,1.87,12545,Norway
536205,71053,WHITE METAL LANTERN,10,2011-02-13 19:01:00,3.61,12423,Portugal
536206,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2011-02-16 20:12:00,3.3,12273,United Kingdom
536309,22632,HAND WARMER RED POLKA DOT,4,2011-03-29 18:01:00,1.92,12488,United Kingdom
536155,22114,HOT WATER BOTTLE TEA AND SYMPATHY,2,2011-11-30 18:23:00,3.45,12485,United Kingdom
536621,71053,WHITE METAL LANTERN,24,2011-06-28 20:00:00,3.64,12227,France
536311,22961,JAM MAKING SET PRINTED,24,2011-01-03 10:59:00,1.46,12501,United Kingdom
536311,22386,JUMBO BAG PINK POLKADOT,1,2011-07-07 14:49:00,2.04,12389,France
536624,84029E,RED WOOLLY HOTTIE WHITE HEART,5,2011-08-24 09:28:00,3.61,12251,United Kingdom
536625,84029E,RED WOOLLY HOTTIE WHITE HEART,10,2011-09-12 14:33:00,3.64,12194,United Kingdom
536208,84029E,RED WOOLLY HOTTIE WHITE HEART,5,2011-04-26 15:10:00,3.49,12055,United Kingdom
536156,22386,JUMBO BAG PINK POLKADOT,8,2011-10-27 15:05:00,1.88,12138,United Kingdom
536628,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,2011-03-02 15:37:00,3.62,12465,United Kingdom
536314,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,8,2011-02-02 09:07:00,3.5,12087,United Kingdom
536315,84029E,RED WOOLLY HOTTIE WHITE HEART,1,2011-06-12 16:24:00,3.3,12343,United Kingdom
536315,22632,HAND WARMER RED POLKA DOT,10,2011-02-22 10:11:00,1.77,12315,United Kingdom
536158,21258,VICTORIAN SEWING BOX LARGE,2,2011-04-27 18:11:00,10.59,12207,United Kingdom
536633,21258,VICTORIAN SEWING BOX LARGE,6,2011-07-23 15:54:00,11.55,12505,United Kingdom
536158,22633,HAND WARMER UNION JACK,2,2011-07-21 14:28:00,1.9,12250,Netherlands
536317,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2010-12-26 10:09:00,3.37,12148,Netherlands
536212,22632,HAND WARMER RED POLKA DOT,2,2011-05-19 09:03:00,2.0,12165,United Kingdom
536318,22632,HAND WARMER RED POLKA DOT,4,2011-07-22 19:37:00,1.77,12306,United Kingdom
536638,22386,JUMBO BAG PINK POLKADOT,3,2011-07-07 16:04:00,1.89,12281,United Kingdom
536319,22752,SET 7 BABUSHKA NESTING BOXES,1,2011-11-22 11:39:00,7.84,12541,Italy
536213,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2011-07-07 17:54:00,4.33,12362,Belgium
536160,22632,HAND WARMER RED POLKA DOT,6,2011-08-24 19:40:00,1.95,12238,France
536642,22961,JAM MAKING SET PRINTED,6,2011-01-30 08:29:00,1.4,12212,Germany
536160,22961,JAM MAKING SET PRINTED,6,2010-12-24 13:22:00,1.5,12011,United Kingdom
536214,22086,PAPER CHAIN KIT 50'S CHRISTMAS,6,2011-01-04 12:19:00,2.53,12006,United Kingdom
536161,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,10,2011-09-18 17:01:00,3.31,12346,Belgium
536161,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,2010-12-19 18:08:00,4.38,12549,Spain
536161,22752,SET 7 BABUSHKA NESTING BOXES,6,2010-12-29 16:19:00,7.94,12548,United Kingdom
536216,22633,HAND WARMER UNION JACK,3,2011-05-31 09:09:00,1.76,12384,United Kingdom
536162,22114,HOT WATER BOTTLE TEA AND SYMPATHY,12,2011-03-06 17:07:00,3.61,12322,France
536650,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,5,2011-08-12 11:23:00,3.64,12221,United Kingdom
536217,71053,WHITE METAL LANTERN,12,2010-12-20 20:12:00,3.42,12025,Germany
536326,22386,JUMBO BAG PINK POLKADOT,5,2011-03-08 13:59:00,2.07,12317,France
536653,71053,WHITE METAL LANTERN,3,2011-08-22 18:08:00,3.24,12396,France
536654,22633,HAND WARMER UNION JACK,12,2011-05-09 08:43:00,1.97,12341,United Kingdom
536218,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2010-12-12 17:48:00,2.72,12328,United Kingdom
536218,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,2011-07-14 18:07:00,3.29,12117,United Kingdom
536657,22632,HAND WARMER RED POLKA DOT,6,2011-03-16 16:22:00,1.82,12290,United Kingdom
536219,71053,WHITE METAL LANTERN,5,2011-10-10 13:34:00,3.28,12482,Spain
536164,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2010-12-28 09:27:00,2.66,12456,United Kingdom
536330,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,10,2011-12-01 20:42:00,3.26,12476,United Kingdom
536165,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-01-19 15:19:00,2.66,12476,United Kingdom
536331,85099C,JUMBO BAG BAROQUE BLACK WHITE,4,2011-10-12 12:58:00,1.9,12338,Germany
536165,22386,JUMBO BAG PINK POLKADOT,5,2011-08-07 08:04:00,1.94,12472,Germany
536221,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2011-10-06 17:08:00,3.4,12109,United Kingdom
536221,22632,HAND WARMER RED POLKA DOT,6,2011-08-30 15:25:00,1.81,12249,United Kingdom
536166,22961,JAM MAKING SET PRINTED,10,2011-01-03 13:13:00,1.49,12445,United Kingdom
536333,84029E,RED WOOLLY HOTTIE WHITE HEART,1,2011-02-27 18:42:00,3.63,12498,United Kingdom
536222,22632,HAND WARMER RED POLKA DOT,5,2011-09-11 09:52:00,1.83,12415,United Kingdom
536167,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-05-17 15:41:00,2.45,12142,Netherlands
536670,22386,JUMBO BAG PINK POLKADOT,5,2011-02-14 18:09:00,1.93,12457,United Kingdom
536223,22086,PAPER CHAIN KIT 50'S CHRISTMAS,12,2011-05-03 17:50:00,2.52,12445,France
536672,22386,JUMBO BAG PINK POLKADOT,48,2011-09-25 08:39:00,1.95,12130,Netherlands
536673,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2010-12-01 19:35:00,2.54,12288,Netherlands
536168,84406B,CREAM CUPID HEARTS COAT HANGER,4,2011-10-17 13:45:00,2.75,12216,United Kingdom
536337,21730,GLASS STAR FROSTED T-LIGHT HOLDER,24,2011-09-11 14:53:00,4.5,12157,United Kingdom
536338,22386,JUMBO BAG PINK POLKADOT,6,2011-02-07 08:04:00,1.89,12498,United Kingdom
536338,22961,JAM MAKING SET PRINTED,10,2011-01-13 10:41:00,1.54,12435,United Kingdom
536169,22752,SET 7 BABUSHKA NESTING BOXES,4,2011-09-09 15:24:00,7.45,12007,United Kingdom
536339,22114,HOT WATER BOTTLE TEA AND SYMPATHY,5,2011-11-30 16:17:00,3.52,12375,United Kingdom
536170,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-11-26 13:07:00,2.74,12081,United Kingdom
536227,22086,PAPER CHAIN KIT 50'S CHRISTMAS,6,2011-07-27 16:05:00,2.62,12251,United Kingdom
536682,22086,PAPER CHAIN KIT 50'S CHRISTMAS,10,2011-11-16 18:34:00,2.53,12054,Spain
536683,22633,HAND WARMER UNION JACK,12,2011-07-29 15:32:00,1.9,12339,United Kingdom
536228,85099C,JUMBO BAG BAROQUE BLACK WHITE,8,2011-04-28 10:02:00,2.0,12311,France
536685,22633,HAND WARMER UNION JACK,2,2011-10-19 15:37:00,1.77,12298,Germany
536228,22632,HAND WARMER RED POLKA DOT,6,2011-08-06 09:08:00,1.96,12284,United Kingdom
536229,22632,HAND WARMER RED POLKA DOT,2,2011-04-11 08:47:00,1.8,12154,United Kingdom
536344,84029E,RED WOOLLY HOTTIE WHITE HEART,3,2011-04-13 20:44:00,3.3,12540,Netherlands
536689,84029E,RED WOOLLY HOTTIE WHITE HEART,10,2011-02-13 17:59:00,3.59,12422,France
536172,84406B,CREAM CUPID HEARTS COAT HANGER,6,2011-10-23 10:13:00,2.91,12055,United Kingdom
536691,21258,VICTORIAN SEWING BOX LARGE,5,2010-12-27 10:29:00,10.83,12545,United Kingdom
536173,22086,PAPER CHAIN KIT 50'S CHRISTMAS,6,2011-07-31 12:09:00,2.57,12295,Belgium
536231,22752,SET 7 BABUSHKA NESTING BOXES,2,2011-08-29 18:02:00,7.8,12362,Norway
536231,22752,SET 7 BABUSHKA NESTING BOXES,10,2011-05-21 12:17:00,7.52,12400,United Kingdom
536347,22086,PAPER CHAIN KIT 50'S CHRISTMAS,2,2011-11-10 17:49:00,2.53,12184,United Kingdom
536696,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-01-04 08:26:00,2.46,12456,United Kingdom
536232,22086,PAPER CHAIN KIT 50'S CHRISTMAS,6,2011-03-09 08:01:00,2.44,12222,Norway
536698,22632,HAND WARMER RED POLKA DOT,4,2011-01-14 17:08:00,1.94,12189,Spain
536233,22086,PAPER CHAIN KIT 50'S CHRISTMAS,24,2011-04-30 15:42:00,2.63,12283,France
536233,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2011-04-11 10:49:00,2.68,12391,United Kingdom
536233,22961,JAM MAKING SET PRINTED,1,2011-04-15 10:28:00,1.56,12205,United Kingdom
536175,71053,WHITE METAL LANTERN,10,2011-01-25 10:34:00,3.32,12108,Spain
536703,22086,PAPER CHAIN KIT 50'S CHRISTMAS,6,2010-12-18 09:04:00,2.51,12456,United Kingdom
536704,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2010-12-20 18:24:00,4.42,12400,United Kingdom
536176,22633,HAND WARMER UNION JACK,12,2011-08-02 14:25:00,1.95,12071,United Kingdom
536176,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,2011-02-01 17:34:00,2.54,12310,United Kingdom
536707,22632,HAND WARMER RED POLKA DOT,36,2011-06-06 16:54:00,1.78,12470,France
536354,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,36,2011-03-01 16:02:00,3.51,12306,United Kingdom
536236,22386,JUMBO BAG PINK POLKADOT,6,2011-08-07 09:56:00,2.04,12143,United Kingdom
536355,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-08-08 14:04:00,2.64,12511,United Kingdom
536177,22114,HOT WATER BOTTLE TEA AND SYMPATHY,1,2010-12-09 08:21:00,3.63,12043,United Kingdom
536178,84406B,CREAM CUPID HEARTS COAT HANGER,8,2011-11-13 16:09:00,2.7,12073,United Kingdom
536713,71053,WHITE METAL LANTERN,3,2011-07-30 17:02:00,3.51,12014,United Kingdom
536238,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-01-19 15:39:00,2.62,12108,United Kingdom
536357,22632,HAND WARMER RED POLKA DOT,5,2011-01-02 20:12:00,1.95,12411,United Kingdom
536358,22961,JAM MAKING SET PRINTED,8,2011-05-14 20:13:00,1.49,12343,United Kingdom
536179,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2011-02-25 19:23:00,3.41,12041,United Kingdom
536179,22114,HOT WATER BOTTLE TEA AND SYMPATHY,5,2011-02-19 08:56:00,3.28,12183,Belgium
536239,22086,PAPER CHAIN KIT 50'S CHRISTMAS,10,2011-07-02 19:51:00,2.58,12129,United Kingdom
536180,22632,HAND WARMER RED POLKA DOT,6,2011-06-29 11:11:00,1.77,12184,France
536721,22632,HAND WARMER RED POLKA DOT,4,2011-10-18 20:19:00,1.76,12241,United Kingdom
536722,22961,JAM MAKING SET PRINTED,8,2011-10-13 13:55:00,1.48,12224,United Kingdom
536361,22632,HAND WARMER RED POLKA DOT,2,2011-04-21 08:12:00,1.79,12485,United Kingdom
536724,71053,WHITE METAL LANTERN,3,2010-12-28 18:23:00,3.41,12342,United Kingdom
536181,22386,JUMBO BAG PINK POLKADOT,1,2010-12-23 09:47:00,1.99,12161,Germany
536726,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,2011-01-06 11:46:00,4.36,12429,United Kingdom
536242,22086,PAPER CHAIN KIT 50'S CHRISTMAS,4,2011-03-28 20:07:00,2.46,12422,Netherlands
536364,84029E,RED WOOLLY HOTTIE WHITE HEART,5,2011-01-07 15:37:00,3.61,12148,United Kingdom
536364,22632,HAND WARMER RED POLKA DOT,5,2011-06-17 13:08:00,1.8,12367,Portugal
536365,71053,WHITE METAL LANTERN,1,2010-12-17 19:36:00,3.28,12476,United Kingdom
536243,71053,WHITE METAL LANTERN,2,2011-03-23 12:38:00,3.57,12174,United Kingdom
536366,22633,HAND WARMER UNION JACK,6,2011-01-14 14:54:00,1.96,12221,United Kingdom
536244,22114,HOT WATER BOTTLE TEA AND SYMPATHY,8,2010-12-08 19:27:00,3.39,12335,United Kingdom
536367,84406B,CREAM CUPID HEARTS COAT HANGER,36,2011-09-20 08:26:00,2.63,12481,France
536183,21730,GLASS STAR FROSTED T-LIGHT HOLDER,10,2011-08-29 14:30:00,4.42,12100,United Kingdom
536736,84406B,CREAM CUPID HEARTS COAT HANGER,24,2011-11-20 19:26:00,2.66,12302,United Kingdom
536737,22961,JAM MAKING SET PRINTED,2,2011-08-03 18:19:00,1.46,12024,Portugal
536369,21730,GLASS STAR FROSTED T-LIGHT HOLDER,10,2011-11-26 14:11:00,4.24,12475,France
536739,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-06-16 19:21:00,2.52,12276,United Kingdom
536370,22632,HAND WARMER RED POLKA DOT,12,2011-11-16 09:39:00,1.93,12056,United Kingdom
536247,22386,JUMBO BAG PINK POLKADOT,4,2010-12-27 09:24:00,2.01,12374,United Kingdom
536742,22632,HAND WARMER RED POLKA DOT,3,2011-09-14 19:49:00,1.99,12244,United Kingdom
536371,22632,HAND WARMER RED POLKA DOT,12,2011-03-26 13:22:00,1.88,12433,United Kingdom
536248,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-07-20 15:32:00,2.46,12544,United Kingdom
536248,22633,HAND WARMER UNION JACK,10,2011-07-20 17:23:00,1.98,12067,United Kingdom
536746,22386,JUMBO BAG PINK POLKADOT,2,2011-01-11 14:57:00,2.1,12078,United Kingdom
536373,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,2011-08-12 10:55:00,3.64,12023,United Kingdom
536374,22961,JAM MAKING SET PRINTED,5,2011-07-31 13:26:00,1.5,12298,United Kingdom
536374,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-08-24 18:21:00,2.54,12334,United Kingdom
536187,22632,HAND WARMER RED POLKA DOT,2,2011-07-23 12:36:00,1.95,12175,Germany
536250,84406B,CREAM CUPID HEARTS COAT HANGER,1,2011-04-27 20:54:00,2.74,12466,Norway
536376,22632,HAND WARMER RED POLKA DOT,2,2011-11-30 16:18:00,1.8,12157,United Kingdom
536251,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-09-21 10:28:00,2.48,12035,United Kingdom
536377,22961,JAM MAKING SET PRINTED,36,2011-06-09 15:34:00,1.48,12124,Belgium
536188,84029E,RED WOOLLY HOTTIE WHITE HEART,4,2011-02-13 15:59:00,3.22,12519,United Kingdom
536189,22086,PAPER CHAIN KIT 50'S CHRISTMAS,8,2011-04-28 20:36:00,2.69,12452,United Kingdom
536189,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-12-21 10:43:00,2.52,12411,United Kingdom
536252,84406B,CREAM CUPID HEARTS COAT HANGER,6,2011-01-17 13:03:00,2.68,12539,United Kingdom
536253,85099C,JUMBO BAG BAROQUE BLACK WHITE,6,2011-03-11 08:05:00,1.97,12089,Portugal
536190,84029E,RED WOOLLY HOTTIE WHITE HEART,6,2011-05-12 17:38:00,3.25,12369,United Kingdom
536190,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2011-06-08 14:23:00,2.54,12315,Portugal
536762,22386,JUMBO BAG PINK POLKADOT,5,2011-03-21 19:56:00,2.1,12453,United Kingdom
536190,22114,HOT WATER BOTTLE TEA AND SYMPATHY,6,2011-07-01 10:53:00,3.32,12212,United Kingdom
536254,22961,JAM MAKING SET PRINTED,4,2011-01-03 17:48:00,1.38,12279,United Kingdom
536382,22633,HAND WARMER UNION JACK,4,2011-03-13 10:53:00,1.89,12043,Germany
536255,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,5,2011-08-10 16:47:00,3.23,12002,United Kingdom
536191,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,2011-02-02 18:42:00,3.4,12503,Spain
536768,22632,HAND WARMER RED POLKA DOT,6,2011-01-31 20:17:00,1.99,12370,United Kingdom
536256,22633,HAND WARMER UNION JACK,36,2011-10-18 18:30:00,1.95,12382,United Kingdom
536256,22633,HAND WARMER UNION JACK,2,2011-02-22 17:03:00,1.87,12138,United Kingdom
536257,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,2011-07-03 18:58:00,2.44,12298,United Kingdom
536386,85099C,JUMBO BAG BAROQUE BLACK WHITE,2,2011-10-18 10:48:00,2.04,12330,Netherlands
536257,22114,HOT WATER BOTTLE TEA AND SYMPATHY,8,2011-04-18 18:44:00,3.32,12360,Germany
536258,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-06-09 20:31:00,2.73,12166,United Kingdom
536387,71053,WHITE METAL LANTERN,6,2011-03-07 20:57:00,3.52,12538,Germany
536776,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2011-07-02 15:58:00,2.69,12017,United Kingdom
536259,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,48,2011-02-10 15:56:00,3.45,12350,United Kingdom
536778,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,8,2011-03-24 10:54:00,3.52,12314,United Kingdom
536779,71053,WHITE METAL LANTERN,10,2011-07-06 19:48:00,3.25,12495,France
536780,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-12-17 20:42:00,2.44,12121,Spain
536260,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-11-07 08:48:00,2.46,12210,United Kingdom
536260,71053,WHITE METAL LANTERN,12,2010-12-15 09:09:00,3.64,12356,United Kingdom
536391,22386,JUMBO BAG PINK POLKADOT,2,2011-08-16 17:04:00,2.0,12014,United Kingdom
536261,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2011-02-26 20:34:00,2.66,12219,Belgium
536196,22114,HOT WATER BOTTLE TEA AND SYMPATHY,2,2011-06-06 19:37:00,3.58,12109,United Kingdom
536196,84029E,RED WOOLLY HOTTIE WHITE HEART,3,2011-07-06 11:32:00,3.27,12321,United Kingdom
536393,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-08-11 20:23:00,2.61,12041,United Kingdom
536197,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8,2011-04-25 15:38:00,4.42,12454,United Kingdom
536197,84029E,RED WOOLLY HOTTIE WHITE HEART,10,2011-03-07 09:57:00,3.43,12376,United Kingdom
536197,22961,JAM MAKING SET PRINTED,5,2011-11-10 09:25:00,1.5,12087,United Kingdom
536791,84029E,RED WOOLLY HOTTIE WHITE HEART,36,2011-02-25 09:23:00,3.37,12413,United Kingdom
536198,22114,HOT WATER BOTTLE TEA AND SYMPATHY,10,2011-04-22 20:45:00,3.54,12409,United Kingdom
